Date,Sales,Clicks,Views,Click-Through Rate,Product Price,Competitor Price,Daily Cost,Profit,Weekday,Promotion Intensity,inventory
2015/8/12,26,4849,23794,20.38%,100.21,102.03,2379.76,225.7,3,0.21,2969
2015/8/13,30,5841,53394,10.94%,97.12,101.53,2686.03,227.57,4,0,2943
2015/8/14,36,5619,42166,13.33%,99.48,107.43,3345.49,235.79,5,0,2913
2015/8/15,28,4834,19522,24.76%,97.9,106.19,2515.85,225.35,6,0,2877
2015/8/16,16,1213,10406,11.66%,98.09,106.93,1353.95,215.49,0,0,2849
2015/8/17,41,4015,18197,22.06%,98.28,100.73,3790.94,238.54,1,0,2833
2015/8/18,19,5202,34896,14.91%,98,103.58,1642.22,219.78,2,0,2792
2015/8/19,24,4568,25683,17.79%,98.36,107.47,2137.66,222.98,3,0,2773
2015/8/20,21,2444,15493,15.77%,99.7,114.2,1870.98,222.72,4,0,2749
2015/8/21,31,3719,21731,17.11%,97.4,108.03,2790.16,229.24,5,0,2728
2015/8/22,40,0,2777,0.00%,98.39,112.01,3696.57,239.03,6,0,2697
2015/8/23,43,5287,23806,22.21%,96.76,107.82,3922.93,237.75,0,0,2657
2015/8/24,19,6285,21682,28.99%,99.79,108.65,1675.43,220.58,1,0,2614
2015/8/25,40,3224,17978,17.93%,95.52,98.27,3586.25,234.55,2,0,2595
2015/8/26,37,1060,3644,29.09%,100.44,110.48,3479.96,236.32,3,0,2555
2015/8/27,23,4950,38976,12.70%,96.73,105.77,2002.64,222.15,4,0,2518
2015/8/28,22,4009,20376,19.68%,93.92,102.41,1847.9,218.34,5,0,2495
2015/8/29,7,2531,16436,15.40%,97.01,104.14,471.24,207.83,6,0,2473
2015/8/30,53,1953,9390,20.80%,95.36,102.92,4807.98,246.1,0,0,2466
2015/8/31,62,0,1699,0.00%,98.37,103.3,5842.03,256.91,1,0,2413
2015/9/1,41,2695,10044,26.83%,95.36,102.79,3673.57,236.19,2,0,2351
2015/9/2,9,6753,25077,26.93%,95.74,98.58,652.64,209.02,3,0,2310
2015/9/3,12,2565,8813,29.10%,92.83,104.04,903.87,210.09,4,0,2301
2015/9/4,21,736,5621,13.09%,95.67,98.34,1790.7,218.37,5,0,2289
2015/9/5,25,1798,8002,22.47%,91.7,92.87,2074.21,218.29,6,0,2268
2015/9/6,13,4212,21616,19.49%,93.36,99.47,1001.65,212.03,0,0,2243
2015/9/7,33,3675,21761,16.89%,98.02,107.7,3001.96,232.7,1,0,2230
2015/9/8,17,3887,22823,17.03%,98.04,104.48,1450.61,216.07,2,0,2197
2015/9/9,11,3421,18739,18.26%,97.3,101.34,859.28,211.02,3,0,2180
2015/9/10,38,16,665,2.41%,94.49,102.4,3360.38,230.24,4,0,2169
2015/9/11,19,0,3301,0.00%,96.3,101.31,1613.21,216.49,5,0,2131
2015/9/12,25,1582,8242,19.19%,96.36,109.84,2187.48,221.52,6,0,2112
2015/9/13,40,7548,65528,11.52%,94.03,107.04,3528.85,232.35,0,0,2087
2015/9/14,0,0,0,0.00%,99.33,106.82,0,0,1,0,2047
2015/9/15,26,748,7445,10.05%,98.06,102.88,2325.61,223.95,2,0,2047
2015/9/16,53,2310,7869,29.36%,95.84,106.44,4833.99,245.53,3,0,2021
2015/9/17,11,5479,54220,10.11%,96.31,96.84,847.61,211.8,4,0,1968
2015/9/18,38,5273,43716,12.06%,96.65,103.53,3439.89,232.81,5,0,1957
2015/9/19,34,878,5389,16.29%,92.13,96.78,2908.03,224.39,6,0,1919
2015/9/20,32,3797,14520,26.15%,95.7,108.91,2834.44,227.96,0,0,1885
2015/9/21,24,3618,12372,29.24%,94.81,94.98,2053.5,221.94,1,0,1853
2015/9/22,29,4831,18724,25.80%,94.15,101.96,2506.05,224.3,2,0,1829
2015/9/23,65,2216,9306,23.81%,95.58,106.2,5958.91,253.79,3,0,1800
2015/9/24,33,738,3613,20.43%,99.71,106.96,3058.8,231.63,4,0,1735
2015/9/25,17,230,1960,11.73%,97.38,98.63,1438.09,217.37,5,0,1702
2015/9/26,29,4305,14761,29.16%,94.94,108.79,2527.2,226.06,6,0,1685
2015/9/27,45,5268,20931,25.17%,97.21,104.76,4134.93,239.52,0,0,1656
2015/9/28,50,2078,9122,22.78%,98.85,107.96,4694.43,248.07,1,0,1611
2015/9/29,27,5738,22787,25.18%,97.88,101.35,2417.27,225.49,2,0,1561
2015/9/30,33,2112,8626,24.48%,96.14,103.11,2944.98,227.64,3,0,1534
2015/10/1,16,1912,8406,22.75%,94.71,100.81,1299.8,215.56,4,0,1501
2015/10/2,28,3189,10769,29.61%,97.39,98.48,2501.32,225.6,5,0,1485
2015/10/3,75,3153,11233,28.07%,96.76,98.3,6989.85,267.15,6,0,1457
2015/10/4,29,2067,9013,22.93%,97.75,110.03,2607.06,227.69,0,0,1382
2015/10/5,52,1242,5204,23.87%,97.22,100.72,4809.57,245.87,1,0,1353
2015/10/6,34,2443,22144,11.03%,98.04,100.91,3102.83,230.53,2,0.18,1301
2015/10/7,47,6528,27899,23.40%,94.86,102.04,4221.08,237.34,3,0,1267
2015/10/8,64,2689,24707,10.88%,98.55,109.91,6047.36,259.84,4,0,1220
2015/10/9,36,4765,21892,21.77%,96.3,97.19,3234.39,232.41,5,0,3537
2015/10/10,55,5214,17387,29.99%,100.05,108.71,5247.41,255.34,6,0,3501
2015/10/11,69,5975,28295,21.12%,94.51,96.2,6265.03,256.16,0,0,3446
2015/10/12,38,4446,22841,19.46%,99.35,99.89,3537.66,237.64,1,0,3377
2015/10/13,64,1354,8328,16.26%,96.26,97.02,5903.92,256.72,2,0,3339
2015/10/14,67,2595,20909,12.41%,94.56,106.39,6080.89,254.63,3,0,3275
2015/10/15,59,4164,16912,24.62%,94.88,96.56,5349.28,248.64,4,0,3208
2015/10/16,96,1145,8265,13.85%,95.2,95.84,8860.92,278.28,5,0,3149
2015/10/17,43,5494,44646,12.31%,96.69,103.04,3919.9,237.77,6,0,3053
2015/10/18,46,3055,16571,18.44%,96.88,109.14,4216.03,240.45,0,0,3010
2015/10/19,21,5017,19365,25.91%,94.68,98.41,1768.59,219.69,1,0,2964
2015/10/20,43,1988,7983,24.90%,95.77,101.83,3880.2,237.91,2,0,2943
2015/10/21,46,3280,29555,11.10%,100.1,100.7,4359.26,245.34,3,0,2900
2015/10/22,54,5357,28042,19.10%,99.27,105.96,5108.39,252.19,4,0,2854
2015/10/23,46,5777,28251,20.45%,96.68,105.06,4204.88,242.4,5,0,2800
2015/10/24,47,2096,9156,22.89%,95.89,104.1,4267.32,239.51,6,0,2754
2015/10/25,56,3346,14545,23.00%,96.05,100.84,5131.44,247.36,0,0,2707
2015/10/26,71,2916,16861,17.29%,97.03,101.62,6626.31,262.82,1,0,2651
2015/10/27,49,864,4072,21.22%,93.76,95.26,4354.05,240.19,2,0,2580
2015/10/28,21,2717,13847,19.62%,95.29,100.53,1783.42,217.67,3,0,2531
2015/10/29,37,4185,15108,27.70%,92.47,93.85,3193.52,227.87,4,0,2510
2015/10/30,65,3595,17446,20.61%,96.6,107.71,6023.02,255.98,5,0,2473
2015/10/31,39,3878,20605,18.82%,97.1,111.17,3552.34,234.56,6,0,2408
2015/11/1,68,3298,18231,18.09%,94.84,108.64,6194.48,254.64,0,0,2369
2015/11/2,89,6703,31251,21.45%,98.96,111.8,8523.44,284,1,0,2301
2015/11/3,92,8070,30943,26.08%,93.36,101.77,8317.63,271.49,2,0,2212
2015/11/4,86,4206,20252,20.77%,92.89,102.66,7724.53,264.01,3,0,2120
2015/11/5,50,7088,30508,23.23%,96.27,100.39,4570.3,243.2,4,0,2034
2015/11/6,81,4359,17607,24.76%,97.92,107.18,7658.35,273.17,5,0,1984
2015/11/7,80,6648,32582,20.40%,99.2,105.98,7658.62,277.38,6,0,1903
2015/11/8,79,4336,23391,18.54%,94.92,101.78,7233.14,265.54,0,0,1823
2015/11/9,116,9403,34151,27.53%,98,109.14,11063.72,304.28,1,0,1744
2015/11/10,119,8168,44511,18.35%,95.78,99.83,11098.86,298.96,2,0,1628
2015/11/11,94,7761,40340,19.24%,95.51,100.07,8700.94,277,3,0,1509
2015/11/12,102,10169,34116,29.81%,97.63,111.17,9667.32,290.94,4,0,1415
2015/11/13,83,6654,66508,10.00%,97.18,98,7792.49,273.45,5,0,1313
2015/11/14,106,8031,58579,13.71%,92.73,99.48,9551.2,278.18,6,0,1230
2015/11/15,50,5822,32931,17.68%,98.85,112.38,4696.03,246.47,0,0,3505
2015/11/16,65,7968,27809,28.65%,98.67,107.7,6152.61,260.94,1,0,3455
2015/11/17,62,4982,43699,11.40%,94.67,102.43,5619.46,250.08,2,0,3390
2015/11/18,65,7891,77440,10.19%,96.72,100.34,6028.56,258.24,3,0,3328
2015/11/19,97,263,2379,11.06%,96.93,101.92,9116.95,285.26,4,0,3263
2015/11/20,85,5661,48093,11.77%,96.47,108.8,7927.07,272.88,5,0,3166
2015/11/21,96,7085,65895,10.75%,94.86,102.82,8827.88,278.68,6,0,3081
2015/11/22,79,5562,28383,19.60%,94.64,101.95,7211.75,264.81,0,0,2985
2015/11/23,66,5340,24704,21.62%,95.94,97.37,6075.1,256.94,1,0,2906
2015/11/24,84,7581,49119,15.43%,98.35,98.59,7982.79,278.61,2,0,2840
2015/11/25,101,5363,29851,17.97%,97.11,111.15,9517.99,290.12,3,0,2756
2015/11/26,60,7151,60427,11.83%,95.3,100.69,5467.63,250.37,4,0,2655
2015/11/27,92,7787,46552,16.73%,97.6,106.43,8697.67,281.53,5,0,2595
2015/11/28,87,6283,30723,20.45%,90.38,91.46,7604.78,258.28,6,0,2503
2015/11/29,71,7422,30115,24.65%,98.39,108.47,6718.62,267.07,0,0,2416
2015/11/30,72,5130,50958,10.07%,92.63,105.59,6414.31,255.05,1,0,2345
2015/12/1,112,6777,35030,19.35%,95.4,103.64,10392.81,291.99,2,0,2273
2015/12/2,129,10181,63870,15.94%,93.91,95.69,11813.72,300.67,3,0,2161
2015/12/3,119,10346,38238,27.06%,93.58,101.75,10845.67,290.35,4,0,2032
2015/12/4,91,10127,41655,24.31%,98.51,109.83,8680.32,284.09,5,0,1913
2015/12/5,150,13670,62757,21.78%,95.27,101.08,13968.54,321.96,6,0,1822
2015/12/6,112,12138,78081,15.55%,96.92,109.71,10556.24,298.8,0,0,1672
2015/12/7,163,12372,43861,28.21%,96.16,105.52,15336.62,337.46,1,0,1560
2015/12/8,102,7300,66960,10.90%,97.23,110.35,9626.24,291.22,2,0,1397
2015/12/9,107,9261,75976,12.19%,96.45,105.47,10029.4,290.75,3,0,1295
2015/12/10,136,11011,61746,17.83%,93.75,95.6,12445.48,304.52,4,0,3569
2015/12/11,119,13791,110427,12.49%,98.33,102.9,11391.23,310.04,5,0,3433
2015/12/12,126,13881,47654,29.13%,95.38,98.27,11713.21,304.67,6,0,3314
2015/12/13,140,10822,41687,25.96%,93.28,106,12752.32,306.88,0,0,3188
2015/12/14,90,10147,66846,15.18%,95.56,106.46,8325.84,274.56,1,0,3048
2015/12/15,120,7498,34440,21.77%,99.44,109.53,11617.24,315.56,2,0,2958
2015/12/16,126,11259,37977,29.65%,98.17,102.6,12054.54,314.88,3,0,2838
2015/12/17,111,11407,41204,27.68%,95.8,98.44,10339.82,293.98,4,0,2712
2015/12/18,130,12555,57026,22.02%,95.82,106.69,12148.11,308.49,5,0,2601
2015/12/19,98,9334,33247,28.07%,95.91,102.73,9117.35,281.83,6,0,2471
2015/12/20,147,10657,35781,29.78%,100.73,104.14,14462.01,345.3,0,0,2373
2015/12/21,127,11894,47830,24.87%,97.37,106.38,12053.99,312,1,0,2226
2015/12/22,94,8066,71382,11.30%,97.5,98.09,8879.7,285.3,2,0,2099
2015/12/23,114,8238,45686,18.03%,98.73,103.56,10947.5,307.72,3,0,2005
2015/12/24,136,10902,40745,26.76%,97.18,104.01,12897.22,319.26,4,0,1891
2015/12/25,110,11317,77453,14.61%,96.21,98.35,10288.83,294.27,5,0,1755
2015/12/26,138,10899,40953,26.61%,96.37,110.6,12980.78,318.28,6,0,1645
2015/12/27,110,9974,80391,12.41%,96.65,99.68,10334.6,296.9,0,0,1507
2015/12/28,133,13006,118896,10.94%,96.75,98.64,12551.53,316.22,1,0,1397
2015/12/29,135,12674,71678,17.68%,98.31,101.31,12946.44,325.41,2,0,1264
2015/12/30,121,10993,102406,10.73%,97,108.19,11432.07,304.93,3,0,3510
2015/12/31,134,11535,39577,29.15%,98.39,104.67,12860.09,324.17,4,0,3389
2016/1/1,151,12544,47292,26.52%,96.8,105.01,14285.87,330.93,5,0,3255
2016/1/2,196,14949,57462,26.02%,97.15,97.46,18667.99,373.41,6,0,3104
2016/1/3,179,17221,76214,22.60%,93.03,93.51,16319.37,333,0,0,2908
2016/1/4,204,18544,129438,14.33%,98.9,105.51,19784.71,390.89,1,0,2729
2016/1/5,185,18257,89647,20.37%,97.8,109.78,17728.05,364.95,2,0,2525
2016/1/6,193,15393,70142,21.95%,99.14,112.3,18753.63,380.39,3,0,2340
2016/1/7,180,16697,81446,20.50%,91.38,92.57,16123.08,325.32,4,0,2147
2016/1/8,196,20087,132110,15.20%,101.39,109.58,19475.17,397.27,5,0,1967
2016/1/9,185,17416,85772,20.30%,96.97,110.25,17579.73,359.72,6,0,1771
2016/1/10,171,14726,74284,19.82%,99.51,105.3,16654.13,362.08,0,0,1586
2016/1/11,177,17773,59388,29.93%,95.25,107.1,16515.71,343.54,1,0,1415
2016/1/12,185,17871,63942,27.95%,98.59,100.57,17867.44,371.71,2,0,1238
2016/1/13,177,13152,68259,19.27%,95.3,108.67,16523.42,344.68,3,0,3434
2016/1/14,164,16392,72987,22.46%,96.2,107.04,15436.29,340.51,4,0,3257
2016/1/15,204,16191,64874,24.96%,101.32,115.63,20261.85,407.43,5,0,3093
2016/1/16,162,15468,144597,10.70%,97.15,107.01,15397.52,340.78,6,0,2889
2016/1/17,136,14210,50934,27.90%,98.01,103.35,13005.29,324.07,0,0,2727
2016/1/18,161,18009,66203,27.20%,99.35,113.33,15643.3,352.05,1,0,2591
2016/1/19,137,16322,85238,19.15%,98.65,102.73,13188.81,326.24,2,0,2430
2016/1/20,145,12704,71277,17.82%,98,102.88,13879.61,330.39,3,0,2293
2016/1/21,158,15858,102579,15.46%,98.47,108.82,15214.28,343.98,4,0,2148
2016/1/22,186,16363,83768,19.53%,102.59,114.37,18685.26,396.48,5,0,1990
2016/1/23,159,16884,155076,10.89%,97.71,111.33,15191.8,344.09,6,0,1804
2016/1/24,160,13548,50096,27.04%,98.28,101.3,15378.09,346.71,0,0,1645
2016/1/25,163,17206,160676,10.71%,100.02,111.99,15943.85,359.41,1,0,1485
2016/1/26,177,14678,88522,16.58%,100.17,111.27,17356.02,374.07,2,0,1322
2016/1/27,136,15814,55232,28.63%,100.38,101.34,13317.4,334.28,3,0,3526
2016/1/28,169,13493,54618,24.70%,99.33,105.1,16427.42,359.35,4,0,3390
2016/1/29,189,13106,83863,15.63%,95.81,99.87,17750.56,357.53,5,0,3221
2016/1/30,177,17606,116960,15.05%,101.41,106.04,17569.41,380.16,6,0,3032
2016/1/31,169,19267,190731,10.10%,95.9,110.04,15868.01,339.09,0,0.22,2855
2016/2/1,154,14741,61640,23.91%,98.85,108.38,14878.24,344.66,1,0,2686
2016/2/2,202,21407,195040,10.98%,96.78,107.2,19173.24,376.32,2,0,2532
2016/2/3,192,23308,112860,20.65%,98.21,112.6,18482.19,374.13,3,0,2330
2016/2/4,186,17543,59991,29.24%,99.04,104.64,18047.34,374.1,4,0,2138
2016/2/5,230,18495,151730,12.19%,99.07,110.99,22371.3,414.8,5,0,1952
2016/2/6,186,18004,64554,27.89%,99.32,105.79,18095.87,377.65,6,0,1722
2016/2/7,196,20065,67265,29.83%,101.76,115.03,19545.16,399.8,0,0,1536
2016/2/8,205,18814,167528,11.23%,99.49,102.19,20000.71,394.74,1,0,1340
2016/2/9,207,19481,70434,27.66%,98.14,112.09,19927.12,387.86,2,0,3516
2016/2/10,193,19836,97610,20.32%,100.61,103.91,19027.41,390.32,3,0,3309
2016/2/11,221,19313,68655,28.13%,101.11,106.06,21924.77,420.54,4,0,3116
2016/2/12,183,20807,97109,21.43%,96.32,107.25,17271.07,355.49,5,0,2895
2016/2/13,193,19397,83455,23.24%,100.03,105.94,18918.92,386.87,6,0,2712
2016/2/14,195,19181,91882,20.88%,100.28,109.43,19165.56,389.04,0,0,2519
2016/2/15,202,20150,73836,27.29%,98.34,104.9,19480.65,384.03,1,0,2324
2016/2/16,198,16614,67322,24.68%,101.74,113.07,19741.55,402.97,2,0,2122
2016/2/17,194,19542,95675,20.43%,98.74,102.12,18776.15,379.41,3,0,1924
2016/2/18,205,18527,67707,27.36%,99.34,100.21,19970.2,394.5,4,0,1730
2016/2/19,215,21568,144696,14.91%,98.8,103.24,20841.31,400.69,5,0,1525
2016/2/20,211,14107,107303,13.15%,99.23,106.29,20538.8,398.73,6,0,1310
2016/2/21,215,19399,146873,13.21%,97.06,99.51,20481.43,386.47,0,0,3480
2016/2/22,216,18048,108200,16.68%,96.42,101.55,20443.82,382.9,1,0,3265
2016/2/23,222,18272,123678,14.77%,102.54,108.69,22330.51,433.37,2,0,3049
2016/2/24,212,23372,81715,28.60%,97.71,98.55,20324.96,389.56,3,0,2827
2016/2/25,262,16864,139180,12.12%,97.48,106.01,25106.74,433.02,4,0,2615
2016/2/26,171,21610,90117,23.98%,95.21,107.84,15942.92,337.99,5,0,2353
2016/2/27,171,20790,150822,13.78%,98.29,100.53,16452.69,354.9,6,0,2182
2016/2/28,180,17338,62744,27.63%,96.98,105.68,17099.83,356.57,0,0,2011
2016/2/29,195,20083,68715,29.23%,102.96,113.23,19670.82,406.38,1,0,1831
2016/3/1,209,19184,99350,19.31%,101.76,108.16,20854.43,413.41,2,0,1636
2016/3/2,208,19454,70532,27.58%,98.41,108.76,20078.81,390.47,3,0,1427
2016/3/3,233,19493,192944,10.10%,104.35,110.78,23854.28,459.27,4,0,1219
2016/3/4,230,19441,73643,26.40%,101.87,109.58,22993.69,436.41,5,0,3367
2016/3/5,210,18663,128069,14.57%,99.31,99.42,20457.02,398.08,6,0,3137
2016/3/6,193,18406,65329,28.17%,95.01,104.87,17981.4,355.53,0,0,2927
2016/3/7,213,20300,202546,10.02%,104.65,115.03,21852.16,438.29,1,0,2734
2016/3/8,242,21634,102416,21.12%,97.35,97.91,23146.63,412.07,2,0,2521
2016/3/9,219,18274,72710,25.13%,96.89,102.24,20827.73,391.18,3,0,2279
2016/3/10,229,18060,119021,15.17%,102.28,117.3,22983.87,438.25,4,0,2060
2016/3/11,237,22386,161484,13.86%,105.18,111.82,24459.74,467.92,5,0,1831
2016/3/12,282,20251,173352,11.68%,103.12,110.88,28579.84,500,6,0,1594
2016/3/13,213,23641,143030,16.53%,101.54,115.4,21211.83,416.19,0,0,1312
2016/3/14,205,20359,96047,21.20%,101.66,112.6,20430.21,410.09,1,0,3480
2016/3/15,214,20242,164343,12.32%,102.23,111.16,21453.71,423.51,2,0,3275
2016/3/16,208,19938,113711,17.53%,102.1,114.32,20821.89,414.91,3,0,3061
2016/3/17,212,22147,217523,10.18%,101.2,114.32,21041.37,413.03,4,0,2853
2016/3/18,205,21480,81445,26.37%,100.91,107.83,20281.07,405.48,5,0,2641
2016/3/19,242,21571,171621,12.57%,100.63,107.8,23914.21,438.25,6,0,2436
2016/3/20,227,19139,122162,15.67%,99.3,105.05,22126.43,414.67,0,0,2194
2016/3/21,210,16352,157707,10.37%,100.31,114.86,20660.27,404.83,1,0,1967
2016/3/22,219,19506,104618,18.64%,97.54,107.74,20967.67,393.59,2,0,1757
2016/3/23,232,21538,80358,26.80%,100.79,102.05,22951.94,431.34,3,0,1538
2016/3/24,229,19364,108524,17.84%,99.07,111.89,22270.78,416.25,4,0,1306
2016/3/25,242,22901,168514,13.59%,98.9,106.03,23509.2,424.6,5,0,3458
2016/3/26,250,20127,80270,25.07%,101.52,102.57,24926.47,453.53,6,0,3216
2016/3/27,245,20644,80089,25.78%,104,112.58,25012.35,467.65,0,0,2966
2016/3/28,239,21361,158522,13.48%,103.11,109.56,24189.43,453.86,1,0,2721
2016/3/29,246,21118,83085,25.42%,98.19,111.12,23732.1,422.64,2,0,2482
2016/3/30,220,18641,64399,28.95%,99.41,102.45,21462.95,407.25,3,0,2236
2016/3/31,259,20588,154476,13.33%,103.33,116.14,26284.61,477.86,4,0,2016
2016/4/1,231,20182,79395,25.42%,99.55,107.88,22575.89,420.16,5,0,1757
2016/4/2,233,20795,86031,24.17%,101.12,101.95,23126.91,434.05,6,0,1526
2016/4/3,230,19838,101882,19.47%,102.73,117.71,23184.19,443.71,0,0,1293
2016/4/4,204,17996,161277,11.16%,99.75,107.42,19953.35,395.65,1,0,3444
2016/4/5,207,18721,162877,11.49%,101.96,106.41,20691.62,414.1,2,0,3240
2016/4/6,207,21627,79956,27.05%,99.14,106.12,20128.63,393.35,3,0,3033
2016/4/7,248,19362,64966,29.80%,100.66,113.61,24518.92,444.76,4,0,2826
2016/4/8,246,22270,94681,23.52%,102.56,107.25,24772.02,457.74,5,0,2578
2016/4/9,245,19649,103857,18.92%,98.79,101.65,23775.67,427.88,6,0,2332
2016/4/10,202,18932,82487,22.95%,102.92,104.91,20373.92,415.92,0,0,2087
2016/4/11,203,20064,91667,21.89%,102.06,106.62,20306.74,411.44,1,0,1885
2016/4/12,198,18687,105742,17.67%,103.26,115.34,20032.81,412.67,2,0,1682
2016/4/13,246,16596,146704,11.31%,102.66,109.92,24794.21,460.15,3,0,1484
2016/4/14,220,19054,72091,26.43%,105,108.58,22652.23,447.77,4,0,1238
2016/4/15,242,18446,105788,17.44%,102.58,105.14,24371.56,452.8,5,0,3399
2016/4/16,235,21032,79740,26.38%,101.53,106.6,23421.96,437.59,6,0,3157
2016/4/17,219,21070,139998,15.05%,102.69,117.17,22058.83,430.28,0,0,2922
2016/4/18,251,19969,199279,10.02%,103.59,108.92,25528.64,472.45,1,0,2703
2016/4/19,229,16340,123987,13.18%,102.66,117.88,23069.26,439.88,2,0,2452
2016/4/20,207,18462,95308,19.37%,102.7,110.17,20841.84,417.06,3,0,2223
2016/4/21,225,17607,60953,28.89%,101.27,103.99,22357.94,427.81,4,0,2016
2016/4/22,255,21585,179219,12.04%,101.41,114.97,25402.28,457.27,5,0,1791
2016/4/23,217,17379,64166,27.08%,99.98,106.88,21285.11,410.55,6,0,1536
2016/4/24,230,17477,85085,20.54%,106.35,117.67,23992.2,468.3,0,0,1319
2016/4/25,210,16319,61538,26.52%,100.42,115.24,20683.69,404.51,1,0,3470
2016/4/26,236,18560,116236,15.97%,101.58,102.34,23531.18,441.7,2,0,3260
2016/4/27,204,19751,73700,26.80%,101.58,103.05,20315.76,406.56,3,0,3024
2016/4/28,235,17690,69491,25.46%,104.87,116.2,24180.89,463.56,4,0,2820
2016/4/29,230,20509,140462,14.60%,102.54,106.87,23144.51,439.69,5,0,2585
2016/4/30,234,19479,154268,12.63%,105.68,108.6,24260.11,469.01,6,0,2355
2016/5/1,161,19339,70680,27.36%,101.9,102.5,16041.02,364.88,0,0,2121
2016/5/2,193,14320,48932,29.27%,103.86,104.2,19632.78,412.2,1,0,1960
2016/5/3,191,14757,138875,10.63%,101.69,113.5,19026.9,395.89,2,0,1767
2016/5/4,207,19046,77342,24.63%,107.7,109.87,21841.07,452.83,3,0,1576
2016/5/5,186,15752,55876,28.19%,101.09,108.18,18417.55,385.19,4,0,1369
2016/5/6,175,15867,58448,27.15%,104.14,113.6,17832.66,391.84,5,0,3564
2016/5/7,188,17413,59449,29.29%,104.85,111.59,19301.59,410.21,6,0,3389
2016/5/8,155,16669,66141,25.20%,104.46,104.88,15820.13,371.17,0,0,3201
2016/5/9,173,15610,82829,18.85%,103.32,115.46,17486.91,387.45,1,0,3046
2016/5/10,166,15744,96951,16.24%,103.48,103.64,16797.81,379.87,2,0,2873
2016/5/11,160,15175,92446,16.41%,103.89,115.76,16245.85,376.55,3,0,2707
2016/5/12,181,14836,60583,24.49%,103.56,117.44,18347.38,396.98,4,0,2547
2016/5/13,172,16279,65333,24.92%,105.83,112.7,17803.01,399.75,5,0,2366
2016/5/14,197,16177,115490,14.01%,108.38,117.09,20907.1,443.76,6,0,2194
2016/5/15,191,14470,52882,27.36%,102.9,110.26,19250.4,403.5,0,0,1997
2016/5/16,167,16690,68687,24.30%,101.33,107.25,16551.75,370.36,1,0,1806
2016/5/17,189,18243,85829,21.26%,103.94,117.78,19236.65,408.01,2,0,1639
2016/5/18,172,17766,91432,19.43%,109.33,123.99,18385.47,419.29,3,0,1450
2016/5/19,170,16838,80701,20.86%,102.62,107.79,17067.8,377.6,4,0,1278
2016/5/20,208,15462,117270,13.18%,107.56,117.48,21921.59,450.89,5,0,3489
2016/5/21,204,17088,121415,14.07%,107.69,122.66,21522.5,446.26,6,0,3281
2016/5/22,179,15397,130226,11.82%,103.28,118.18,18094.63,392.49,0,0,3077
2016/5/23,193,15789,120774,13.07%,105.57,113.63,19952.93,422.08,1,0,2898
2016/5/24,180,14423,75616,19.07%,107.74,115.06,18975.08,418.12,2,0,2705
2016/5/25,161,17880,86766,20.61%,103.78,108.12,16332.33,376.25,3,0,2525
2016/5/26,178,16668,160930,10.36%,104.18,119.16,18147.04,397,4,0,2364
2016/5/27,199,15283,58925,25.94%,103.47,105.69,20174.85,415.68,5,0,2186
2016/5/28,220,17888,112621,15.88%,102.66,111.59,22152.39,432.81,6,0,1987
2016/5/29,179,16562,58654,28.24%,103.44,107.82,18121.77,393.99,0,0,1767
2016/5/30,214,14232,48490,29.35%,102.34,106.62,21477.14,423.62,1,0,1588
2016/5/31,183,14168,103346,13.71%,104.9,111.27,18791.2,405.5,2,0,1374
2016/6/1,113,10836,56314,19.24%,103.35,118.83,11354.94,323.61,3,0,1191
2016/6/2,142,13713,136792,10.02%,105.4,106.27,14603.37,363.43,4,0,3459
2016/6/3,122,12633,57510,21.97%,101.87,110.71,12103.09,325.05,5,0,3317
2016/6/4,154,16034,72400,22.15%,105.69,107,15897.59,378.67,6,0,3195
2016/6/5,148,11514,77012,14.95%,106.74,109.21,15421.36,376.16,0,0,3041
2016/6/6,131,11156,52701,21.17%,101.14,107.81,12918.35,330.99,1,0,2893
2016/6/7,139,12824,88375,14.51%,105.92,114.03,14360.36,362.52,2,0,2762
2016/6/8,124,7585,57390,13.22%,107.67,111.85,12998.63,352.45,3,0,2623
2016/6/9,144,10461,45422,23.03%,102.85,107.73,14457.34,353.06,4,0,2499
2016/6/10,142,12740,77125,16.52%,108.66,110.08,15051.76,377.96,5,0,2355
2016/6/11,148,9451,43342,21.81%,106.19,111.02,15343.27,372.85,6,0,2213
2016/6/12,86,12500,66970,18.67%,103.99,119.07,8648.98,294.16,0,0,2065
2016/6/13,141,12073,40667,29.69%,105.33,120.26,14489.32,362.21,1,0,1979
2016/6/14,119,7881,60662,12.99%,106.61,111.97,12345.81,340.78,2,0,1838
2016/6/15,151,8056,41758,19.29%,105.69,114.74,15585.1,374.09,3,0,1719
2016/6/16,145,13557,57422,23.61%,106.66,121.21,15092.81,372.89,4,0,1568
2016/6/17,141,13945,77857,17.91%,103.78,103.88,14279.32,353.66,5,0,1423
2016/6/18,166,13162,44626,29.49%,106,118.89,17202.37,393.63,6,0,1282
2016/6/19,141,9002,36836,24.44%,102.88,117.52,14156.05,350.03,0,0,3497
2016/6/20,147,11367,49123,23.14%,105.53,106.98,15142.79,370.12,1,0,3356
2016/6/21,117,15131,60184,25.14%,103.98,106.5,11838.13,327.53,2,0.15,3209
2016/6/22,149,12889,44363,29.05%,104.36,119.4,15183.54,366.1,3,0,3092
2016/6/23,137,8653,30731,28.16%,108.34,117.08,14473.88,368.7,4,0,2943
